EPA_PM2.5,time_hourly,PM2.5,Temperature,Humidity,HR,device_id
7.000,2019-09-05 12:00:00,8.222,26.526,82.333,12,08BEAC0286CE
11.000,2019-09-05 13:00:00,9.300,24.797,90.900,13,08BEAC028A4E
11.000,2019-09-05 13:00:00,8.500,24.723,89.800,13,08BEAC0286CE
11.000,2019-09-05 14:00:00,5.500,24.638,92.500,14,08BEAC028A4E
11.000,2019-09-05 14:00:00,4.750,24.746,90.875,14,08BEAC0286CE
10.000,2019-09-05 15:00:00,4.300,25.148,91.100,15,08BEAC028A4E
10.000,2019-09-05 15:00:00,3.700,25.334,89.000,15,08BEAC0286CE
9.000,2019-09-05 16:00:00,4.700,25.784,88.800,16,08BEAC028A4E
9.000,2019-09-05 16:00:00,4.300,25.958,87.000,16,08BEAC0286CE
7.000,2019-09-05 17:00:00,2.889,26.261,83.444,17,08BEAC028A4E
7.000,2019-09-05 17:00:00,2.500,26.685,80.500,17,08BEAC0286CE
9.000,2019-09-05 18:00:00,4.300,25.722,84.200,18,08BEAC028A4E
9.000,2019-09-05 18:00:00,3.889,25.970,81.889,18,08BEAC0286CE
9.000,2019-09-05 19:00:00,10.200,25.198,88.400,19,08BEAC028A4E
9.000,2019-09-05 19:00:00,9.400,25.472,85.600,19,08BEAC0286CE
9.000,2019-09-05 20:00:00,10.100,24.684,90.900,20,08BEAC028A4E
9.000,2019-09-05 20:00:00,8.900,24.936,88.000,20,08BEAC0286CE
7.000,2019-09-05 21:00:00,10.111,24.193,93.333,21,08BEAC028A4E
7.000,2019-09-05 21:00:00,9.100,24.422,90.800,21,08BEAC0286CE
4.000,2019-09-05 22:00:00,7.600,24.073,92.500,22,08BEAC028A4E
4.000,2019-09-05 22:00:00,7.400,24.347,89.800,22,08BEAC0286CE
7.000,2019-09-05 23:00:00,8.444,23.249,97.444,23,08BEAC028A4E
7.000,2019-09-05 23:00:00,7.778,23.887,92.111,23,08BEAC0286CE
7.000,2019-09-06 00:00:00,7.800,23.384,99.000,0,08BEAC028A4E
7.000,2019-09-06 00:00:00,6.600,24.048,92.800,0,08BEAC0286CE
4.000,2019-09-06 01:00:00,8.600,23.534,97.400,1,08BEAC028A4E
4.000,2019-09-06 01:00:00,7.500,23.961,93.300,1,08BEAC0286CE
4.000,2019-09-06 04:00:00,3.100,23.121,98.400,4,08BEAC028A4E
4.000,2019-09-06 04:00:00,2.400,23.447,94.900,4,08BEAC0286CE
4.000,2019-09-06 05:00:00,3.778,23.150,97.889,5,08BEAC028A4E
4.000,2019-09-06 05:00:00,3.100,23.573,94.000,5,08BEAC0286CE
5.000,2019-09-06 07:00:00,4.000,26.148,83.400,7,08BEAC028A4E
5.000,2019-09-06 07:00:00,3.700,25.636,85.800,7,08BEAC0286CE
8.000,2019-09-06 08:00:00,6.500,26.598,82.200,8,08BEAC028A4E
8.000,2019-09-06 08:00:00,6.100,26.446,82.400,8,08BEAC0286CE
5.000,2019-09-06 09:00:00,12.200,28.930,73.000,9,08BEAC028A4E
5.000,2019-09-06 09:00:00,11.778,28.491,73.778,9,08BEAC0286CE
10.000,2019-09-06 10:00:00,13.300,30.647,65.200,10,08BEAC028A4E
10.000,2019-09-06 10:00:00,12.500,30.269,64.500,10,08BEAC0286CE
13.000,2019-09-06 11:00:00,13.500,32.041,59.800,11,08BEAC028A4E
13.000,2019-09-06 11:00:00,12.200,32.005,58.700,11,08BEAC0286CE
12.000,2019-09-06 12:00:00,9.667,32.894,56.556,12,08BEAC028A4E
12.000,2019-09-06 12:00:00,8.111,33.021,55.111,12,08BEAC0286CE
11.000,2019-09-06 13:00:00,12.000,32.805,58.100,13,08BEAC028A4E
11.000,2019-09-06 13:00:00,10.500,33.419,55.600,13,08BEAC0286CE
12.000,2019-09-06 14:00:00,11.000,32.952,56.300,14,08BEAC028A4E
12.000,2019-09-06 14:00:00,9.600,33.855,52.500,14,08BEAC0286CE
17.000,2019-09-06 15:00:00,9.500,33.327,54.500,15,08BEAC028A4E
17.000,2019-09-06 15:00:00,8.000,35.299,49.222,15,08BEAC0286CE
17.000,2019-09-06 16:00:00,9.333,31.688,58.000,16,08BEAC028A4E
17.000,2019-09-06 16:00:00,7.500,34.605,50.400,16,08BEAC0286CE
14.000,2019-09-06 17:00:00,7.600,30.202,59.900,17,08BEAC028A4E
14.000,2019-09-06 17:00:00,6.300,32.327,53.400,17,08BEAC0286CE
12.000,2019-09-06 18:00:00,7.000,28.811,64.444,18,08BEAC028A4E
12.000,2019-09-06 18:00:00,6.000,29.555,60.300,18,08BEAC0286CE
10.000,2019-09-06 19:00:00,10.200,28.227,69.700,19,08BEAC028A4E
10.000,2019-09-06 19:00:00,9.000,28.827,65.333,19,08BEAC0286CE
10.000,2019-09-06 20:00:00,15.400,27.846,73.000,20,08BEAC028A4E
10.000,2019-09-06 20:00:00,14.000,28.427,68.200,20,08BEAC0286CE
11.000,2019-09-06 21:00:00,17.500,27.572,74.100,21,08BEAC028A4E
11.000,2019-09-06 21:00:00,16.000,28.138,69.900,21,08BEAC0286CE
11.000,2019-09-06 23:00:00,14.556,27.208,74.778,23,08BEAC028A4E
11.000,2019-09-06 23:00:00,13.600,27.785,70.900,23,08BEAC0286CE
9.000,2019-09-07 00:00:00,21.333,26.830,77.889,0,08BEAC028A4E
9.000,2019-09-07 00:00:00,20.100,27.174,74.300,0,08BEAC0286CE
10.000,2019-09-07 01:00:00,24.600,25.921,83.300,1,08BEAC028A4E
10.000,2019-09-07 01:00:00,22.222,26.206,79.778,1,08BEAC0286CE
12.000,2019-09-07 02:00:00,24.400,26.311,81.700,2,08BEAC028A4E
12.000,2019-09-07 02:00:00,22.400,26.647,78.700,2,08BEAC0286CE
11.000,2019-09-07 03:00:00,24.500,26.573,80.200,3,08BEAC028A4E
11.000,2019-09-07 03:00:00,22.100,26.960,77.200,3,08BEAC0286CE
12.000,2019-09-07 04:00:00,27.300,25.960,82.100,4,08BEAC028A4E
12.000,2019-09-07 04:00:00,25.300,26.248,79.600,4,08BEAC0286CE
16.000,2019-09-07 06:00:00,23.500,26.673,79.000,6,08BEAC028A4E
16.000,2019-09-07 06:00:00,22.222,26.719,77.778,6,08BEAC0286CE
16.000,2019-09-07 07:00:00,21.300,30.380,66.600,7,08BEAC028A4E
16.000,2019-09-07 07:00:00,22.000,28.756,71.500,7,08BEAC0286CE
18.000,2019-09-07 08:00:00,20.200,34.394,56.100,8,08BEAC028A4E
18.000,2019-09-07 08:00:00,20.400,32.955,61.100,8,08BEAC0286CE
18.000,2019-09-07 09:00:00,19.200,35.552,51.800,9,08BEAC028A4E
18.000,2019-09-07 09:00:00,19.100,34.547,54.900,9,08BEAC0286CE
16.000,2019-09-07 11:00:00,30.500,32.930,55.900,11,08BEAC028A4E
16.000,2019-09-07 11:00:00,29.667,33.573,55.111,11,08BEAC0286CE
16.000,2019-09-07 12:00:00,32.800,31.702,60.000,12,08BEAC028A4E
16.000,2019-09-07 12:00:00,31.200,33.205,55.900,12,08BEAC0286CE
19.000,2019-09-07 13:00:00,25.100,32.844,55.600,13,08BEAC028A4E
19.000,2019-09-07 13:00:00,22.800,34.763,50.900,13,08BEAC0286CE
20.000,2019-09-07 14:00:00,27.556,32.040,58.667,14,08BEAC028A4E
20.000,2019-09-07 14:00:00,26.200,33.852,52.800,14,08BEAC0286CE
18.000,2019-09-07 16:00:00,23.400,29.955,62.500,16,08BEAC028A4E
18.000,2019-09-07 16:00:00,22.000,31.854,57.000,16,08BEAC0286CE
16.000,2019-09-07 17:00:00,28.200,29.655,64.600,17,08BEAC028A4E
16.000,2019-09-07 17:00:00,26.800,31.180,59.000,17,08BEAC0286CE
16.000,2019-09-07 18:00:00,31.600,28.394,69.500,18,08BEAC028A4E
16.000,2019-09-07 18:00:00,30.300,29.083,64.300,18,08BEAC0286CE
21.000,2019-09-07 19:00:00,32.778,27.429,74.111,19,08BEAC028A4E
21.000,2019-09-07 19:00:00,32.200,27.981,68.700,19,08BEAC0286CE
22.000,2019-09-07 20:00:00,32.500,26.796,77.400,20,08BEAC028A4E
22.000,2019-09-07 20:00:00,32.222,27.413,71.556,20,08BEAC0286CE
19.000,2019-09-07 21:00:00,32.400,26.611,77.600,21,08BEAC028A4E
19.000,2019-09-07 21:00:00,31.900,27.185,72.400,21,08BEAC0286CE
17.000,2019-09-07 22:00:00,30.556,26.304,77.667,22,08BEAC028A4E
17.000,2019-09-07 22:00:00,29.700,26.785,73.300,22,08BEAC0286CE
15.000,2019-09-07 23:00:00,28.800,26.035,76.200,23,08BEAC028A4E
15.000,2019-09-07 23:00:00,27.700,26.536,72.800,23,08BEAC0286CE
17.000,2019-09-08 00:00:00,30.500,26.023,76.400,0,08BEAC028A4E
17.000,2019-09-08 00:00:00,29.444,26.413,73.222,0,08BEAC0286CE
16.000,2019-09-08 02:00:00,29.556,25.621,76.111,2,08BEAC028A4E
16.000,2019-09-08 02:00:00,28.222,25.942,73.778,2,08BEAC0286CE
17.000,2019-09-08 03:00:00,29.500,25.460,76.500,3,08BEAC028A4E
17.000,2019-09-08 03:00:00,28.600,25.711,74.500,3,08BEAC0286CE
17.000,2019-09-08 04:00:00,29.900,25.411,76.900,4,08BEAC028A4E
17.000,2019-09-08 04:00:00,28.778,25.707,74.778,4,08BEAC0286CE
18.000,2019-09-08 05:00:00,29.700,25.771,76.200,5,08BEAC028A4E
18.000,2019-09-08 05:00:00,28.800,26.060,74.000,5,08BEAC0286CE
16.000,2019-09-08 06:00:00,30.889,25.873,76.444,6,08BEAC028A4E
16.000,2019-09-08 06:00:00,30.100,26.247,73.900,6,08BEAC0286CE
16.000,2019-09-08 07:00:00,32.800,27.697,71.200,7,08BEAC028A4E
16.000,2019-09-08 07:00:00,32.500,28.044,70.300,7,08BEAC0286CE
17.000,2019-09-08 08:00:00,33.900,28.118,72.300,8,08BEAC028A4E
17.000,2019-09-08 08:00:00,34.222,28.551,69.889,8,08BEAC0286CE
18.000,2019-09-08 09:00:00,34.000,31.755,61.700,9,08BEAC028A4E
18.000,2019-09-08 09:00:00,35.000,31.169,64.100,9,08BEAC0286CE
21.000,2019-09-08 10:00:00,34.222,29.703,67.222,10,08BEAC028A4E
21.000,2019-09-08 10:00:00,34.100,30.069,66.300,10,08BEAC0286CE
21.000,2019-09-08 11:00:00,32.900,29.167,70.300,11,08BEAC028A4E
21.000,2019-09-08 11:00:00,31.200,30.194,66.500,11,08BEAC0286CE
19.000,2019-09-08 12:00:00,25.300,31.216,62.700,12,08BEAC028A4E
19.000,2019-09-08 12:00:00,23.444,32.176,59.111,12,08BEAC0286CE
19.000,2019-09-08 13:00:00,23.800,31.055,63.300,13,08BEAC028A4E
19.000,2019-09-08 13:00:00,21.000,32.502,58.800,13,08BEAC0286CE
19.000,2019-09-08 14:00:00,24.222,30.966,62.778,14,08BEAC028A4E
